2500183	UB0FAZ	Nikita
2500184	R0LGE	Vitalij
2500185	R0AJG	Alexander
2500186	R0AJF	Mikhail
2500187	RA0AN	Gena
2500188	R0AFW	Roman
2500189	UB0OAN	
2500190	UB0ACD	Valleriy
2500191	RY3DAE	Sergey
2500192	R1BJI	Dmitriy
2500193	RY6AAN	Falin
2500194	UB6AIJ	Maxim G
2500195	UD6AAE	Stanislav
2500196	UB3WCN	РђР»РµРєСЃРµР№
2500197	R4PGC	Petr
2500198	UB8AGE	Vyacheslav
2500199	R2ART	Р¤РёР»РёРїРї
2500200	RK4P	Fanis
2500201	RC2FG	Bfu Named After I Kant
2500202	R2DNS	Maxim
2500203	R2FBP	Sergei
2500204	R0AJN	Vasiliy
2500205	UB3AWK	Oleg
2500206	R3MCF	Sergey
2500207	R7LW	Vladimir
2500208	R9MAU	Yuri
2500209	UB3AWC	Dmitry
2500210	R7KFD	Roman
2500211	R8ACW	Ivan B
2500212	RM8L	Radioclub
2500213	R0ADE	Andrey
2500214	R7KFE	Vladimir
2500215	R6DLE	Denis
2500216	R8ACW	Ivan B
2500217	UA6ATG	Sergej
2500218	R3MCC	Igor
2500219	RY6HAD	Vitaly
2500220	R3TLI	Mikhail
2500221	R8AHA	Andrey
2500222	UH1QAA	Ilya S
2500223	UB1AIK	Aleksei
2500224	RD3TCI	Alexander
2500225	R2FDB	Oleg
2500226	R4ABX	Victor
2500227	UB3AUR	Timofey
2500228	R2BAA	Pavel
2500229	RJ3T	Alexei
2500230	UB8JDY	Usman
2500231	UB8JCV	Konstantin
2500232	R8CGC	Valentin
2500233	R2AEP	Andrey I
2500234	RU7GRU	Petr
2500235	RC1BY	Petr
2500236	R4HIM	Viktor
2500237	R2BKE	Nicholas
2500238	UB6JCA	Nikita
2500239	R1BHI	Dmitriy
2500240	UB3AWP	Alexandr
2500241	R2AHE	Konstantin
2500242	RC6AA	Vladimir
2500243	R9XDA	Dmitry
2500244	R2DSY	Kirill
2500245	RK2H	Alexey
2500246	R7KFI	Leonid
2500247	R2BCK	Evgeny
2500248	RA5BV	Evgeniy V
2500249	UB8CKP	Anton
2500250	RN3A	Paul O
2500251	UB3TMD	Denis
2500252	R9FED	Konstantin
2500253	RU3ACC	Vladimir
2500254	RY2B	Pavel
2500255	UA9CMR	Vadim
2500256	UA1ZFG	Vadim
2500257	RV4AP	Sergey N
2500258	RA3DNG	Andrey
2500259	R1BJT	Stanislav
2500260	R9FAL	РРіРѕСЂСЊ
2500261	RY9OAN	Vyacheslav
2500262	UB7KAC	Ruslan
2500263	UB3AEG	РљРёСЂРёР»Р»
2500264	R3LO	Vladimir
2500265	R2BDY	Roman
2500266	UB3GEF	Alexander
2500267	R3DBU	Vladimir
2500268	UB9MFC	Anton
2500269	UB9MFD	РђР»РµРєСЃРµР№
2500270	R2FAAP	Vadim
2500271	UA1CKA	Oleg
2500272	RA6ARW	Vladimir
2500273	R7KAAK	Larisa
2500274	R2ARL	Sergey
2500275	UB9MFE	Dmitriy
2500276	UB8CJI	Ilia
2500277	RJ1B	Artem
2500278	RA1AHU	Eugene
2500279	R2BFD	Iurii
2500280	R2DZL	Valentin
2500281	R3DAR	Pavel
2500282	R3NAU	Mikhail
2500283	RY9MAT	Рћleg
2500284	R2DTT	Vadim
2500285	RK3BZ	Pavel
2500286	R8AGZ	Efim
2500287	UB6HES	РРіРѕСЂСЊ
2500288	R4SBX	Alexej
2500289	R4PDY	Vladimir Anatolevich
2500290	UB3XBQ	Sergey
2500291	UB8CNM	Vladimir
2500292	R8CEP	Timur
2500293	RV3ASW	Anton
2500294	UB3SAL	РђР»РµРєСЃР°РЅРґСЂ
2500295	RV3DKH	Andrey
2500296	R9YDB	Р’Р°РґРёРј
2500297	RC5D	Andrey
2500298	R9ODM	Pavel
2500299	RA3RBN	Dmitriy
2500300	R2FCY	Damir
2500301	R7RBO	Evgeniy
2500302	UB7RBE	Ruslan
2500303	RK3DBW	Vladimirn
2500304	UB4FDQ	Danila
2500305	R2FCY	Damir
2500306	R6UAS	Dmitriy
2500307	R2BFT	Roman
2500308	R2DBM	Mikhail
2500309	R2BFH	Andrej
2500310	R3LC	Sergey
2500311	R3UCR	Igor
2500312	R6DDR	Maksim
2500313	UB3PEH	Semen
2500314	UB9YVU	Artem
2500315	UB8COO	Elena
2500316	RA9OEK	Mikhail
2500317	R4CAAC	Ruslan
2500318	R4PAF	Anton
2500319	R0LHY	Denis
2500320	R2DSI	Dmitry
2500321	R2RCD	Alex
2500322	RN6LOB	Valerii
2500323	R2BGD	Denis
2500324	RN6LLV	Alexey
2500325	UB4LCY	Dmitriy
2500326	RA6PKK	Ramzan
2500327	UA1CCI	Yuriy
2500328	UB8CEZ	РђРЅРґСЂРµР№
2500329	UB0AIJ	Vladimir
2500330	UB3UBQ	Aleksandr
2500331	R2FDE	Quantorium
2500332	RZ3EM	Andy
2500333	UA4WJQ	Dmitry
2500334	R3WBW	Sergei
2500335	UB9OEJ	Mikhail
2500336	R4PBE	Alexander
2500337	R2GCD	Denis
2500338	UB1NHD	Dmitry
2500339	RN1NHC	Pavel
2500340	UB1NAJ	Artem
2500341	UA3LTS	Sergey
2500342	R4PGG	Vladimir
2500343	R3LD	Alexander V
2500344	UB1AQI	Igor
2500345	R9UHI	Dmitry
2500346	R2DI	Yuri
2500347	UB3LBA	Alexander
2500348	UB4RDR	Alexander
2500349	UB3DUQ	Alexander
2500350	R2FCZ	Anton
2500351	R4HEO	Andrei
2500352	UB3AWQ	Yegor
2500353	R3XCO	Anton
2500354	UB3DRG	Serhii
2500355	RA4RAI	Marat
2500356	UB1ARD	Andrei
2500357	R3XBO	Aleks
2500358	UB9WNG	Nail
2500359	R4NAY	Alexey
2500360	R4SAZ	Sergey
2500361	R6DNY	Valera
2500362	RC6AZ	Vadim
2500363	R4HJE	Mikhail
2500364	R0SCT	Evgenii
2500365	RX9CET	Mikhail
2500366	UB2FDC	Egor
2500367	UB2FDA	Saweliy
2500368	RY1AAG	Eugene
2500369	UD6ASQ	Iosif
2500370	RY1AAJ	Anton
2500371	UB1AMJ	Aleksandr
2500372	R3TKT	Artem
2500373	UB8COA	Evgeniy
2500374	UB8COH	Andrey
2500375	UB1ACI	Michael
2500376	R8CFI	Dmitriy
2500377	R4PDE	Bulat
2500378	UB8COD	Dmitriy
2500379	UD6APP	Sergey
2500380	R8CFW	Aleksandr
2500381	R6DRM	Ruslan
2500382	UB1ARQ	Nikolai
2500383	R3TLJ	Yaroslav
2500385	R2ALA	Sergey
2500386	R2BAL	Alex
2500387	R6LMO	Andrej
2500388	R4HCH	Dmitry
2500389	R1BKJ	Anatoly
2500390	UB8AGI	Danila
2500391	UA3PKH	Alexander
2500392	R4YAV	Aleksandr
2500393	R1CBE	Р’Р»Р°РґРёРјРёСЂ
2500394	R1OBM	Michail
2500395	R6LMM	Oleg
2500396	R9WAA	Sergei
2500397	R1NAS	Andrey
2500398	R1BKK	Konstantin
2500399	R1BEA	Dmitry
2500400	UB1OBT	Р’Р»Р°РґРёСЃР»Р°РІ
2500401	UA3ENF	Oleg
2500402	RA9CNF	Vladimir
2500403	RY2FAM	Artem
2500404	R7KAC	РђР»РµРєСЃР°РЅРґСЂ
2500405	R4HFW	Aleksej
2500406	R3DAZ	Maxim
2500407	R2AJN	Mikhail
2500408	R7KAAH	РћР»РµРі
2500409	RA3VMK	Alexander
2500410	UB4FHV	Rostislav
2500411	RC9MF	Valery
2500412	R9MCN	Dmitrii
2500413	R2BBJ	Sergey
2500414	R2BBC	Sergey
2500415	R8CFW	Aleksandr
2500416	R9WHB	Vadim
2500417	RN3DLH	Alexandr
2500418	UB4PAV	Dmitrii
2500419	R6LMP	РђРЅРґСЂРµР№
2500420	R8KAO	Р’Р°СЃРёР»РёР№
2500421	UD6ASV	Igor
2500422	UA0LQE	Vasily
2500423	UB3AUX	Konstantin
2500424	UB6YCJ	Mikhail
2500425	R0LIE	Sergej
2500426	R1BKU	Dmitriy
2500427	UB1ZBP	Andrey
2500428	RA5A	Leonid
2500429	R2AYE	Sergey
2500430	R6DSI	Sergey
2500431	UA3LRN	Dmitriy
2500432	RA3ZCP	Sergey
2500433	R2BHO	Alexander
2500434	R6DSH	Vyacheslav
2500435	R3ZG	Andrej
2500436	R8CEY	Gleb
2500437	RW3LS	Victor
2500438	R3XCS	Alexey
2500439	R8JAH	Danila
2500440	R1ZCU	Pavel Valerievich
2500441	R2BHQ	Andrey
2500442	RA4CQW	Andrey
2500443	R4CIV	Denis
2500444	R2AZD	Viktor
2500445	R0BI	Filkin
2500446	R0AHB	Simon
2500447	UB6HQL	Sergey
2500448	R2BHX	Alexandr
2500449	UB3DVU	Ivan
2500450	R8CFN	Evgeny
2500451	UF3B	Vladimir
2500452	R8LCH	Andrey
2500453	R0LHT	Petr
2500454	UB3AXK	Sergey
2500455	UA1ZNL	Oleg
2500456	R2BGE	Alexander
2500457	R0SDA	Aleksandr
2500458	R8CFV	Sergey
2500459	R2BHK	Sergey
2500460	UB8AGQ	Pavel
2500461	R2FCY	Damir
2500462	RN6HGP	Taras
2500463	RY2FAN	Oleg
2500465	R0LFZ	Alexey
2500466	UB3LCE	Nikolai
2500467	RR6LAC	Repeater
2500468	UB3AWW	Andrey
2500469	R6KTB	Kirill
2500470	R3TMN	Alexander
2500471	R1OBL	Alexander
2500472	R1BLS	Oleg
2500473	R2MAAQ	РђР»РµРєСЃР°РЅРґСЂ
2500474	R8CFB	Oleg
2500475	R1BLH	Michael
2500476	UB6HSV	Vladimir
2500477	R1OBR	Р’РёС‚Р°Р»РёР№
2500478	R2BGM	Igor
2500479	R2DMG	Yuriy
2500480	R2FDD	Iurii
2500481	R4SBG	Evgeniy
2500482	UB4HPV	Dmitriy
2500483	R2DSF	Konstantin
2500484	UB9CBT	Sergey
2500485	R2AXA	Andrew
2500486	RA9FKY	Dmitrij
2500487	UD6ATC	Denis
2500488	R3TAJA	Vsevolod
2500489	R2BIX	Aleksey
2500490	R1ZAA	Petr
2500491	UB1WBZ	Vadim
2500492	UA4COA	Alexei
2500493	R2DTX	Oleg
2500494	R4WACC	Aleksandr
2500495	UB3DIL	Roman
2500496	R6LMZ	Valentin
2500497	UB3DVS	Vitalii
2500498	RA3IAI	Alexey
2500499	RV3DOH	Dmitry V
2500500	UB3DVT	Alexandr
2500501	RA4DAL	Oleg
2500502	UB3DWJ	РђР»РµРєСЃРµР№
2500503	R3MAU	Serge
2500504	R3DDS	Serge
2500505	UB9JBO	Nikolay
2500506	R3IN	Sergey
2500507	UB4FEZ	Vladimir
2500508	UB6HKW	Pavel
2500509	R2BGY	Vladislav
